Date,Department,Category,Region,Budget Amount,Actual Amount,Payment Method,Transaction ID,Variance,Variance %
2021-07-20,HR,Utilities,Central,80977,42740,Cash,TXN104113,-38237,-47.219580868641714
2023-08-20,Marketing,Utilities,North,101497,29274,Cash,TXN104114,-72223,-71.15776820989782
2022-08-06,HR,Travel,West,20146,167533,UPI,TXN104115,147387,731.5943611635064
2023-05-26,HR,Travel,East,108802,113026,Card,TXN104116,4224,3.882281575706329
2022-01-06,Marketing,Infrastructure,South,65499,70842,UPI,TXN104117,5343,8.157376448495397
2021-04-13,HR,Salaries,South,26313,17031,UPI,TXN104118,-9282,-35.27533918595371
2023-09-29,Sales,Marketing,Central,37398,52796,Cash,TXN104119,15398,41.17332477672603
2023-09-03,IT,Travel,East,134518,101425,UPI,TXN104120,-33093,-24.601168616839384
2023-03-09,Marketing,Salaries,North,148504,101760,Bank Transfer,TXN104121,-46744,-31.476593223078165
2022-10-20,Finance,Infrastructure,Central,30867,63878,Bank Transfer,TXN104122,33011,106.94592930961868
2023-06-01,Marketing,Training,South,40971,24931,Bank Transfer,TXN104123,-16040,-39.149642430011475
2023-01-03,Operations,Utilities,East,122627,53122,Card,TXN104124,-69505,-56.68001337388993
2022-02-27,Finance,Infrastructure,West,60759,70121,Card,TXN104125,9362,15.408416860053656
2022-07-26,Operations,Infrastructure,North,132243,67970,Bank Transfer,TXN104126,-64273,-48.602194445074595
2021-06-20,Marketing,Travel,South,101827,46320,Bank Transfer,TXN104127,-55507,-54.51108252231727
2021-06-22,Operations,Marketing,East,120455,66669,UPI,TXN104128,-53786,-44.652359802415845
2022-10-25,Finance,Travel,West,40291,92791,Card,TXN104129,52500,130.3020525675709
2022-03-29,Sales,Utilities,South,139216,113846,Cash,TXN104130,-25370,-18.223480059763244
2021-12-16,Marketing,Travel,West,75674,8574,Cash,TXN104131,-67100,-88.66982054602637
2022-05-09,Marketing,Utilities,South,59372,140173,Card,TXN104132,80801,136.0927710031665
2022-09-12,HR,Travel,Central,61539,25759,UPI,TXN104133,-35780,-58.1419912575765
2023-10-25,Marketing,Training,Central,12525,103038,Bank Transfer,TXN104134,90513,722.6586826347306
2023-07-08,Marketing,Marketing,Central,129742,46002,UPI,TXN104135,-83740,-64.54347859598279
2021-01-06,Sales,Training,East,19637,93868,UPI,TXN104136,74231,378.0159902225391
2021-10-15,HR,Salaries,Central,58324,87352,Card,TXN104137,29028,49.77024895411837
2022-08-31,IT,Marketing,East,66108,22319,Bank Transfer,TXN104138,-43789,-66.2385792944878
2022-04-02,Operations,Travel,North,44377,119126,Card,TXN104139,74749,168.44085900353787
2023-10-27,Finance,Infrastructure,Central,90069,94384,Card,TXN104140,4315,4.790771519612742
2022-09-16,IT,Salaries,East,121875,31909,UPI,TXN104141,-89966,-73.81825641025641
2022-01-11,HR,Infrastructure,South,124886,159853,Card,TXN104142,34967,27.999135211312716
2022-03-23,Sales,Training,East,70207,11750,Card,TXN104143,-58457,-83.26377711624197
2023-04-15,Finance,Marketing,East,32368,127294,Card,TXN104144,94926,293.2711319822046
2023-03-22,Operations,Salaries,South,35736,101177,Card,TXN104145,65441,183.12346093575107
2023-08-17,Marketing,Training,East,27753,156342,UPI,TXN104146,128589,463.33369365474005
2023-04-29,Marketing,Travel,South,144643,151071,Bank Transfer,TXN104147,6428,4.444044993535809
2023-03-20,IT,Infrastructure,West,36798,39106,Bank Transfer,TXN104148,2308,6.272080004348063
2023-09-06,Operations,Travel,Central,111844,94810,UPI,TXN104149,-17034,-15.230141983476987
2022-02-20,HR,Utilities,North,86595,113306,Cash,TXN104150,26711,30.845891795138286
2022-12-27,Operations,Salaries,East,102539,30985,Card,TXN104151,-71554,-69.78222920059684
2022-03-30,Sales,Infrastructure,South,73279,128655,UPI,TXN104152,55376,75.56871682200904
2021-05-30,IT,Marketing,Central,28564,13527,Cash,TXN104153,-15037,-52.64318722867946
2023-01-29,IT,Marketing,East,21290,130582,Cash,TXN104154,109292,513.3489901362142
2023-02-18,Sales,Marketing,Central,30018,158913,Card,TXN104155,128895,429.39236458125123
2023-08-31,Operations,Training,West,65138,163013,UPI,TXN104156,97875,150.25791396726947
2023-02-02,Sales,Marketing,East,92155,44066,Card,TXN104157,-48089,-52.18273560848571
2023-09-29,Finance,Infrastructure,South,91567,116556,Cash,TXN104158,24989,27.29039937968919
2021-03-17,Sales,Training,West,19006,58678,Cash,TXN104159,39672,208.73408397348206
2022-08-22,Operations,Utilities,East,25908,119206,Card,TXN104160,93298,360.1127064999228
2021-08-13,Sales,Marketing,Central,81165,54249,Card,TXN104161,-26916,-33.1620772500462
2021-04-23,HR,Marketing,West,94406,75692,Card,TXN104162,-18714,-19.822892612757663
2021-09-08,Marketing,Training,South,79522,84151,Bank Transfer,TXN104163,4629,5.821030658182641
2023-04-21,Sales,Marketing,East,50954,10794,UPI,TXN104164,-40160,-78.8161871491934
2022-12-15,Marketing,Utilities,Central,77359,110547,UPI,TXN104165,33188,42.90127845499554
2021-05-05,Sales,Training,Central,64980,56128,UPI,TXN104166,-8852,-13.622653124038164
2023-12-29,Operations,Training,West,97256,96615,Cash,TXN104167,-641,-0.6590853006498314
2023-12-07,Finance,Salaries,East,96008,80428,UPI,TXN104168,-15580,-16.227814348804266
2023-06-03,Finance,Training,Central,141682,143163,UPI,TXN104169,1481,1.0452986265016022
2021-01-30,Marketing,Marketing,West,136446,133958,Cash,TXN104170,-2488,-1.8234319804171613
2021-10-08,Operations,Training,North,113249,158690,Cash,TXN104171,45441,40.124857614636774
2023-07-13,Operations,Marketing,Central,21018,99569,Bank Transfer,TXN104172,78551,373.7320392044914
2022-01-03,Operations,Marketing,West,46599,18396,Cash,TXN104173,-28203,-60.5227579990987
2022-05-10,HR,Training,North,128557,106415,Card,TXN104174,-22142,-17.22348841369976
2023-11-15,IT,Salaries,West,121694,46342,Bank Transfer,TXN104175,-75352,-61.91924006113695
2022-12-19,Sales,Marketing,Central,58071,79424,Cash,TXN104176,21353,36.77050507137814
2023-10-14,Operations,Salaries,North,22394,82824,UPI,TXN104177,60430,269.8490667142985
2022-08-29,Operations,Salaries,West,24417,113664,Bank Transfer,TXN104178,89247,365.5117336282098
2022-01-10,Operations,Training,East,37849,33872,Bank Transfer,TXN104179,-3977,-10.507543131918942
2022-10-01,Finance,Travel,North,45207,29215,UPI,TXN104180,-15992,-35.37505253611166
2023-11-15,Operations,Travel,West,134947,12968,UPI,TXN104181,-121979,-90.39030137757787
2021-04-26,Sales,Marketing,East,59021,102198,UPI,TXN104182,43177,73.15531759882076
2021-02-17,Operations,Infrastructure,North,137627,49053,Card,TXN104183,-88574,-64.35801114606872
2021-04-09,Sales,Travel,West,125159,158222,Bank Transfer,TXN104184,33063,26.416797833156224
2022-02-09,HR,Training,Central,74079,139739,Card,TXN104185,65660,88.63510576546659
2022-11-16,IT,Training,North,99979,130611,Card,TXN104186,30632,30.63843407115494
2023-06-22,Finance,Travel,North,46533,133956,UPI,TXN104187,87423,187.873122300303
2022-05-18,Sales,Infrastructure,East,132514,30091,Cash,TXN104188,-102423,-77.29221063434807
2023-06-13,Marketing,Utilities,West,99832,30456,Card,TXN104189,-69376,-69.49274781633143
2021-09-15,HR,Marketing,Central,89283,144821,Cash,TXN104190,55538,62.204451015310866
2023-04-24,IT,Utilities,East,93093,156934,Cash,TXN104191,63841,68.57765890023954
2021-05-01,IT,Utilities,North,140798,134743,UPI,TXN104192,-6055,-4.30048722282987
2023-03-21,IT,Salaries,East,56963,124689,Cash,TXN104193,67726,118.89472113477169
2023-09-05,Sales,Salaries,East,41034,164679,Card,TXN104194,123645,301.3232928790759
2021-02-23,HR,Marketing,East,24143,59290,Cash,TXN104195,35147,145.5784285300087
2023-10-16,Operations,Infrastructure,North,129057,76605,Card,TXN104196,-52452,-40.64250679932123
2023-02-23,Marketing,Salaries,South,103415,57502,UPI,TXN104197,-45913,-44.396847652661606
2021-08-29,HR,Travel,East,79662,135185,Card,TXN104198,55523,69.69822500062766
2022-04-28,HR,Marketing,South,81721,157761,Cash,TXN104199,76040,93.04829847897113
2023-10-10,HR,Training,Central,124938,97128,Card,TXN104200,-27810,-22.259040484080103
2021-07-06,Sales,Utilities,Central,140557,96790,Cash,TXN104201,-43767,-31.1382570772
2022-10-18,Marketing,Marketing,Central,105203,120943,Cash,TXN104202,15740,14.96155052612568
2021-09-19,Sales,Training,West,83993,71081,UPI,TXN104203,-12912,-15.37270963056445
2023-08-11,Marketing,Training,North,122022,124245,Cash,TXN104204,2223,1.821802625756011
2022-05-06,Marketing,Salaries,South,77659,63540,Bank Transfer,TXN104205,-14119,-18.18076462483421
2022-03-07,Sales,Training,West,27894,115281,Card,TXN104206,87387,313.28242632824265
2021-08-27,Marketing,Infrastructure,South,112156,14734,Bank Transfer,TXN104207,-97422,-86.86294090374122
2021-10-31,HR,Training,North,46190,38632,Bank Transfer,TXN104208,-7558,-16.36284910153713
2021-10-25,Sales,Training,East,18431,93826,Card,TXN104209,75395,409.06624708371766
2021-03-17,Marketing,Utilities,West,111311,88175,UPI,TXN104210,-23136,-20.785007771019934
2023-09-26,IT,Infrastructure,North,24860,54614,Card,TXN104211,29754,119.68624296057924
2022-10-04,Sales,Marketing,West,42924,118702,UPI,TXN104212,75778,176.5399310409095
2023-04-07,Finance,Infrastructure,Central,114646,60585,Cash,TXN104213,-54061,-47.15471974600074
2021-10-10,Sales,Infrastructure,West,105231,18499,Bank Transfer,TXN104214,-86732,-82.42057948703328
2022-08-14,Sales,Marketing,East,83134,131440,Card,TXN104215,48306,58.10619000649554
2021-03-13,Sales,Utilities,East,126707,77193,Cash,TXN104216,-49514,-39.07755688320298
2022-12-04,Marketing,Training,South,64389,70341,Card,TXN104217,5952,9.243814937334015
2022-07-29,Sales,Infrastructure,West,118182,120829,Card,TXN104218,2647,2.2397657849757153
2023-09-27,Finance,Infrastructure,Central,116227,87488,Cash,TXN104219,-28739,-24.726612577112032
2023-06-11,Operations,Marketing,East,96090,169258,Card,TXN104220,73168,76.14528046622958
2021-01-12,Sales,Travel,South,64199,80439,Cash,TXN104221,16240,25.296344179815883
2021-05-21,IT,Infrastructure,Central,41444,111603,Bank Transfer,TXN104222,70159,169.28626580445902
2021-01-17,Finance,Salaries,Central,28798,58694,Cash,TXN104223,29896,103.81276477533162
2023-12-23,Operations,Training,Central,70147,155287,Card,TXN104224,85140,121.37368668652972
2021-09-10,Marketing,Training,North,72942,125827,Bank Transfer,TXN104225,52885,72.50281045214005
2022-04-10,Sales,Utilities,East,42860,141992,Bank Transfer,TXN104226,99132,231.2925804946337
2022-01-11,Operations,Infrastructure,North,123605,145400,Cash,TXN104227,21795,17.632781845394604
2023-09-08,IT,Marketing,North,130931,35798,UPI,TXN104228,-95133,-72.65888139554421
2022-06-04,Finance,Salaries,East,22468,129421,Cash,TXN104229,106953,476.02367811999284
2021-03-31,Finance,Marketing,West,68014,136474,UPI,TXN104230,68460,100.65574734613463
2022-12-21,Marketing,Infrastructure,South,100343,44579,Cash,TXN104231,-55764,-55.57338329529713
2023-03-15,Marketing,Salaries,East,27986,106172,Bank Transfer,TXN104232,78186,279.37540198670763
2023-03-07,Marketing,Utilities,South,45719,87973,Cash,TXN104233,42254,92.42109407467355
2022-09-22,Operations,Utilities,West,69116,68554,UPI,TXN104234,-562,-0.813125759592569
2021-03-17,Sales,Utilities,East,85794,56515,Card,TXN104235,-29279,-34.12709513485792
2023-07-15,HR,Travel,Central,142382,145183,UPI,TXN104236,2801,1.9672430503855822
2022-02-04,Finance,Marketing,East,106462,18919,Bank Transfer,TXN104237,-87543,-82.22934004621368
2023-08-28,HR,Infrastructure,West,73798,91001,Cash,TXN104238,17203,23.310929835496896
2023-12-31,Finance,Salaries,North,92078,63926,Bank Transfer,TXN104239,-28152,-30.574078498664175
2023-03-08,Marketing,Training,East,30162,85911,Card,TXN104240,55749,184.83190769842847
2021-07-14,Sales,Training,Central,126274,35617,Card,TXN104241,-90657,-71.79387680757718
2021-08-16,Sales,Marketing,East,26761,78899,Card,TXN104242,52138,194.82829490676733
2022-04-06,Finance,Infrastructure,North,29679,142273,Cash,TXN104243,112594,379.3726203713063
2022-09-10,Operations,Travel,East,84441,14998,UPI,TXN104244,-69443,-82.23848604350967
2023-11-11,Marketing,Infrastructure,Central,57770,165735,Cash,TXN104245,107965,186.88765795395534
2021-03-05,Sales,Marketing,West,69567,46099,Bank Transfer,TXN104246,-23468,-33.734385556370114
2021-06-14,Sales,Infrastructure,Central,104183,131959,Cash,TXN104247,27776,26.660779589760324
2021-01-27,IT,Training,West,58938,117255,Bank Transfer,TXN104248,58317,98.94635040211747
2023-10-09,Sales,Training,Central,20974,155746,Cash,TXN104249,134772,642.566987699056
2021-10-12,IT,Salaries,South,133617,146032,UPI,TXN104250,12415,9.291482371255155
2021-10-08,Sales,Travel,East,12500,46506,Card,TXN104251,34006,272.048
2023-04-18,Sales,Training,East,70490,76959,Cash,TXN104252,6469,9.177188253653
2023-04-11,Operations,Salaries,North,83649,138169,UPI,TXN104253,54520,65.17710911068872
2023-07-07,Operations,Travel,South,103116,84894,Cash,TXN104254,-18222,-17.67136040963575
2021-08-12,Marketing,Training,North,122742,142571,Cash,TXN104255,19829,16.155024360039757
2023-02-23,Sales,Travel,East,106296,163629,Card,TXN104256,57333,53.93711898848499
2023-08-23,Marketing,Infrastructure,North,132189,29952,Bank Transfer,TXN104257,-102237,-77.34153371309262
2023-08-08,Marketing,Salaries,West,118025,90833,UPI,TXN104258,-27192,-23.039186613005718
2023-11-20,Marketing,Travel,South,132098,28823,Cash,TXN104259,-103275,-78.18059319596058
2021-02-14,Marketing,Travel,Central,17731,95587,Card,TXN104260,77856,439.0953696915008
2022-04-16,Finance,Infrastructure,West,117197,40701,Cash,TXN104261,-76496,-65.27129534032441
2021-02-03,Finance,Training,Central,105310,73436,Cash,TXN104262,-31874,-30.266831260089262
2022-10-15,Sales,Training,North,110788,97816,Card,TXN104263,-12972,-11.708849333862874
2023-04-10,Finance,Marketing,East,115932,28374,Cash,TXN104264,-87558,-75.52530793913674
2021-08-09,Sales,Marketing,West,21460,72541,Cash,TXN104265,51081,238.02889095992543
2022-06-18,Operations,Training,South,21294,165740,UPI,TXN104266,144446,678.3413168028552
2022-11-23,HR,Utilities,Central,20059,140272,UPI,TXN104267,120213,599.2970736327833
2023-07-21,IT,Utilities,West,120621,97309,UPI,TXN104268,-23312,-19.326651246466202
2023-04-21,Finance,Travel,East,17817,157104,Cash,TXN104269,139287,781.7646068361677
2023-10-08,Finance,Training,South,103917,73657,Cash,TXN104270,-30260,-29.119393362010065
2022-08-05,Operations,Marketing,South,144105,77906,UPI,TXN104271,-66199,-45.93803129662399
2021-08-27,Finance,Travel,Central,22971,115455,Cash,TXN104272,92484,402.6119890296461
2022-03-17,Sales,Salaries,West,29731,142887,Card,TXN104273,113156,380.59937439036696
2021-05-28,Sales,Marketing,West,141083,45175,Card,TXN104274,-95908,-67.97984165349476
2023-10-30,HR,Marketing,South,85244,25736,Cash,TXN104275,-59508,-69.8090188165736
2022-01-23,HR,Marketing,North,32537,95142,Cash,TXN104276,62605,192.41171589267603
2023-12-10,HR,Utilities,South,34836,138795,Bank Transfer,TXN104277,103959,298.4240440923183
2023-07-05,Sales,Infrastructure,East,149583,34905,Card,TXN104278,-114678,-76.66512905878342
2022-09-30,Marketing,Infrastructure,West,20468,152628,Cash,TXN104279,132160,645.6908344733242
2021-10-05,Marketing,Utilities,Central,110231,152516,Bank Transfer,TXN104280,42285,38.36035235097205
2023-09-16,HR,Training,West,65965,58007,Card,TXN104281,-7958,-12.063973319184417
2022-08-12,HR,Training,South,98898,55774,Bank Transfer,TXN104282,-43124,-43.604521830572914
2022-10-11,Sales,Utilities,East,96036,153175,UPI,TXN104283,57139,59.49748011162481
2022-09-10,Operations,Utilities,North,141087,139093,Bank Transfer,TXN104284,-1994,-1.4133123533706153
2021-05-15,Finance,Training,West,25986,155045,UPI,TXN104285,129059,496.6481951820211
2022-08-03,IT,Infrastructure,South,12345,48085,Cash,TXN104286,35740,289.50992304576755
2022-05-05,Marketing,Travel,South,18450,157460,Cash,TXN104287,139010,753.4417344173443
2022-04-23,Marketing,Utilities,South,76599,145784,Card,TXN104288,69185,90.32102246765623
2022-01-19,Sales,Travel,East,26659,63965,Bank Transfer,TXN104289,37306,139.93773209797817
2021-06-12,Sales,Travel,South,53751,151216,Bank Transfer,TXN104290,97465,181.32685903518075
2022-03-17,IT,Salaries,South,90476,36462,Cash,TXN104291,-54014,-59.69980989433662
2022-02-19,IT,Infrastructure,South,79118,41737,Card,TXN104292,-37381,-47.247149826840925
2021-10-15,HR,Travel,West,18066,38684,Cash,TXN104293,20618,114.12598250857965
2021-07-06,IT,Infrastructure,South,88772,16536,Card,TXN104294,-72236,-81.37250484386969
2021-05-10,Finance,Infrastructure,East,76015,99841,Bank Transfer,TXN104295,23826,31.343813720976122
2021-07-13,Finance,Salaries,West,103706,97997,UPI,TXN104296,-5709,-5.5049852467552505
2021-11-12,Marketing,Training,South,123713,11331,Card,TXN104297,-112382,-90.84089788462005
2021-05-24,Finance,Infrastructure,North,37400,77831,Bank Transfer,TXN104298,40431,108.10427807486631
2021-01-16,Finance,Travel,East,94012,63300,Card,TXN104299,-30712,-32.6681700208484
2022-02-27,Finance,Training,North,125517,96363,UPI,TXN104300,-29154,-23.227132579650565
2021-09-02,HR,Training,East,36510,89498,UPI,TXN104301,52988,145.1328403177212
2023-07-16,Marketing,Marketing,North,127388,118103,Cash,TXN104302,-9285,-7.288755612773573
2021-05-09,Sales,Travel,South,116639,88609,UPI,TXN104303,-28030,-24.031413163693106
2023-06-26,Marketing,Travel,North,129618,62423,UPI,TXN104304,-67195,-51.84079371692203
2023-06-06,Marketing,Infrastructure,North,29188,55999,Cash,TXN104305,26811,91.8562422913526
2021-12-07,Marketing,Travel,East,118382,149557,UPI,TXN104306,31175,26.334240002703112
2021-01-04,IT,Marketing,South,17990,116556,Cash,TXN104307,98566,547.893274041134
2021-11-02,Sales,Infrastructure,East,131024,152337,Card,TXN104308,21313,16.266485529368666
2023-06-27,IT,Utilities,South,130704,75024,Bank Transfer,TXN104309,-55680,-42.6000734484025
2022-08-30,HR,Travel,Central,14273,13733,Cash,TXN104310,-540,-3.7833671968051568
2023-09-19,HR,Travel,West,81997,63634,Card,TXN104311,-18363,-22.3947217581131
2021-11-17,Operations,Salaries,West,50326,121584,UPI,TXN104312,71258,141.59281484719628
2022-07-13,Operations,Utilities,East,61350,90032,Card,TXN104313,28682,46.75142624286879
2022-09-10,HR,Utilities,South,103630,145998,Cash,TXN104314,42368,40.88391392453923
2022-12-12,HR,Marketing,North,149804,51766,Cash,TXN104315,-98038,-65.44418039571707
2022-06-15,IT,Utilities,West,82911,123741,Cash,TXN104316,40830,49.245576582118176
2022-02-14,HR,Salaries,East,23660,9563,Cash,TXN104317,-14097,-59.58157227387997
2023-03-29,Sales,Marketing,East,135189,89363,Card,TXN104318,-45826,-33.897728365473526
2022-05-08,IT,Utilities,East,65020,120003,Bank Transfer,TXN104319,54983,84.56321131959396
2021-01-12,HR,Marketing,South,118223,87427,Bank Transfer,TXN104320,-30796,-26.04907674479585
2021-07-14,IT,Utilities,East,109731,32932,Card,TXN104321,-76799,-69.98842624235631
2022-05-05,IT,Utilities,Central,95430,94474,Bank Transfer,TXN104322,-956,-1.0017814104579272
2023-03-06,Finance,Training,North,139060,154658,UPI,TXN104323,15598,11.216740975118654
2023-05-31,Operations,Utilities,East,109941,22026,Card,TXN104324,-87915,-79.96561792234016
2021-07-01,IT,Travel,South,129264,150526,Card,TXN104325,21262,16.448508478772126
2023-08-20,Marketing,Utilities,North,14677,129857,Card,TXN104326,115180,784.7652790079717
2022-10-18,IT,Travel,North,130213,45171,Bank Transfer,TXN104327,-85042,-65.3099152926359
2022-11-25,Marketing,Infrastructure,West,56548,29043,Card,TXN104328,-27505,-48.640093372002546
2021-01-30,Finance,Training,East,17122,25422,Card,TXN104329,8300,48.47564536853171
2023-02-17,HR,Salaries,East,60794,162023,Cash,TXN104330,101229,166.51149784518208
2022-03-20,IT,Marketing,South,142366,36443,Cash,TXN104331,-105923,-74.40189371057696
2021-10-25,Finance,Marketing,Central,122993,150814,Bank Transfer,TXN104332,27821,22.619986503296936
2023-03-19,Sales,Infrastructure,Central,58070,37791,Cash,TXN104333,-20279,-34.9216462889616
2023-04-25,Finance,Utilities,West,149627,135585,UPI,TXN104334,-14042,-9.384669879099361
2023-10-13,Operations,Salaries,Central,12116,89974,Cash,TXN104335,77858,642.6048200726312
2022-07-08,Operations,Infrastructure,South,139242,65265,Cash,TXN104336,-73977,-53.12836644115999
2021-10-30,HR,Infrastructure,West,48807,33877,Card,TXN104337,-14930,-30.58987440326183
2022-02-25,Marketing,Marketing,East,115704,119004,UPI,TXN104338,3300,2.852105372329392
2021-07-04,HR,Travel,Central,41086,151175,UPI,TXN104339,110089,267.9477194178065
2022-04-13,Marketing,Travel,South,106091,113429,Cash,TXN104340,7338,6.916703584658454
2023-01-24,Marketing,Utilities,South,45310,77003,Bank Transfer,TXN104341,31693,69.94703156036195
2021-12-29,Marketing,Utilities,East,49488,9494,Card,TXN104342,-39994,-80.8155512447462
2021-12-02,Marketing,Infrastructure,South,63172,44901,Bank Transfer,TXN104343,-18271,-28.92262394731843
2021-06-11,Operations,Utilities,West,11172,94785,Bank Transfer,TXN104344,83613,748.4156820622986
2021-01-12,Operations,Travel,West,134664,57334,Bank Transfer,TXN104345,-77330,-57.42440444365236
2022-08-11,IT,Salaries,North,49806,42004,UPI,TXN104346,-7802,-15.664779343854155
2021-07-20,Operations,Marketing,East,97515,151499,Bank Transfer,TXN104347,53984,55.35968825308927
2022-06-06,HR,Travel,South,63826,56606,Bank Transfer,TXN104348,-7220,-11.312004512267727
2022-05-20,Operations,Training,Central,90221,66888,UPI,TXN104349,-23333,-25.862049855355185
2023-02-27,HR,Utilities,West,132426,73770,Cash,TXN104350,-58656,-44.29341670064791
2023-11-29,Sales,Marketing,East,36738,8072,UPI,TXN104351,-28666,-78.02819968425064
2021-03-01,Operations,Training,East,137212,102679,UPI,TXN104352,-34533,-25.167623822989242
2022-08-01,HR,Marketing,West,124284,30151,Cash,TXN104353,-94133,-75.74024009526569
2021-11-17,Marketing,Infrastructure,North,69665,65971,Bank Transfer,TXN104354,-3694,-5.3025191990239
2023-07-12,Finance,Utilities,East,34688,18531,Bank Transfer,TXN104355,-16157,-46.57806734317343
2022-07-23,Marketing,Infrastructure,South,126003,120548,Cash,TXN104356,-5455,-4.329262001698372
2022-06-11,IT,Marketing,Central,62385,85087,Bank Transfer,TXN104357,22702,36.39015789051855
2022-06-08,HR,Infrastructure,Central,124738,45030,Cash,TXN104358,-79708,-63.90033510237457
2022-09-05,Marketing,Utilities,West,91301,39792,UPI,TXN104359,-51509,-56.4166876594999
2021-05-05,Operations,Travel,East,141215,146460,Bank Transfer,TXN104360,5245,3.714194667705272
2023-05-21,Operations,Salaries,Central,62839,48224,Bank Transfer,TXN104361,-14615,-23.257849424720316
2021-10-07,Sales,Training,East,81337,54959,Card,TXN104362,-26378,-32.43050518214343
2023-07-06,Finance,Travel,West,97172,33544,Bank Transfer,TXN104363,-63628,-65.47976783435557
2022-09-14,HR,Marketing,North,107821,116523,Card,TXN104364,8702,8.070783984567013
2023-04-26,Marketing,Travel,Central,52980,161770,Bank Transfer,TXN104365,108790,205.3416383540959
2022-11-05,Finance,Infrastructure,South,18116,112421,Card,TXN104366,94305,520.5619342018106
2021-11-10,Sales,Utilities,West,57515,94351,Cash,TXN104367,36836,64.04590106928627
2021-11-28,IT,Travel,North,23998,118031,Bank Transfer,TXN104368,94033,391.83681973497795
2021-02-05,Finance,Travel,South,40279,109244,Cash,TXN104369,68965,171.21825268750464
2023-11-12,Sales,Utilities,South,117370,84545,Card,TXN104370,-32825,-27.96711255005538
2021-07-25,HR,Infrastructure,Central,75150,142700,Card,TXN104371,67550,89.88689288090485
2022-10-01,IT,Salaries,East,63955,42727,Card,TXN104372,-21228,-33.19208818700649
2023-04-28,Operations,Travel,West,108517,42294,Card,TXN104373,-66223,-61.025461448436644
2022-03-16,Sales,Training,South,22300,32223,UPI,TXN104374,9923,44.497757847533634
2022-12-30,Operations,Marketing,Central,131254,166720,Cash,TXN104375,35466,27.020890791899678
2023-07-30,IT,Infrastructure,North,28202,104240,Card,TXN104376,76038,269.61917594496845
2021-06-13,Sales,Infrastructure,South,76021,11519,Bank Transfer,TXN104377,-64502,-84.84760789781771
2021-05-28,Sales,Travel,North,115848,91615,Card,TXN104378,-24233,-20.917926938747325
2021-10-21,IT,Training,West,94935,30280,Cash,TXN104379,-64655,-68.10449254753253
2021-07-14,HR,Utilities,Central,120219,97910,UPI,TXN104380,-22309,-18.55696686879778
2022-10-25,Sales,Travel,North,148001,53079,Cash,TXN104381,-94922,-64.13605313477612
2022-04-25,IT,Travel,East,55174,139448,Bank Transfer,TXN104382,84274,152.74223366078226
2021-05-03,Finance,Utilities,North,55967,139850,UPI,TXN104383,83883,149.87939321385818
2022-11-30,Operations,Marketing,North,129904,111579,Cash,TXN104384,-18325,-14.106571006281563
2023-08-23,Sales,Utilities,Central,14937,161448,Card,TXN104385,146511,980.8596103635269
2022-10-23,Finance,Travel,Central,108967,142667,Bank Transfer,TXN104386,33700,30.926794350583204
2022-12-11,Sales,Salaries,South,88610,157955,Bank Transfer,TXN104387,69345,78.25866155061505
2022-01-31,HR,Utilities,North,139960,86723,UPI,TXN104388,-53237,-38.03729637039154
2023-07-01,IT,Marketing,North,33070,81025,Cash,TXN104389,47955,145.01058361052313
2023-10-02,Sales,Utilities,Central,95263,131934,Bank Transfer,TXN104390,36671,38.49448369251441
2021-11-13,IT,Utilities,East,114854,104962,UPI,TXN104391,-9892,-8.612673481115154
2022-11-12,Marketing,Infrastructure,Central,126813,66150,Card,TXN104392,-60663,-47.836578268789474
2022-05-10,Sales,Infrastructure,East,122168,92403,Card,TXN104393,-29765,-24.363990570362123
2022-07-10,HR,Travel,Central,32539,54686,UPI,TXN104394,22147,68.06293985678724
2022-09-02,HR,Travel,West,10228,62947,Cash,TXN104395,52719,515.4380132968322
2021-04-19,Finance,Utilities,North,64090,71426,Card,TXN104396,7336,11.446403495085036
2022-01-07,HR,Salaries,East,96980,125387,Card,TXN104397,28407,29.29160651680759
2023-05-05,IT,Training,West,75202,48252,UPI,TXN104398,-26950,-35.836812850722055
2022-09-08,Marketing,Travel,East,33199,154895,Cash,TXN104399,121696,366.56525798969847
2023-02-07,HR,Utilities,South,111190,33927,Card,TXN104400,-77263,-69.48736397158018
2021-07-25,Sales,Utilities,South,22451,164173,Cash,TXN104401,141722,631.2502783840364
2023-04-27,HR,Training,North,89527,75034,UPI,TXN104402,-14493,-16.188412434237716
2021-02-12,Marketing,Utilities,West,22669,128785,Cash,TXN104403,106116,468.1106356698575
2023-05-15,IT,Training,West,94739,104647,Cash,TXN104404,9908,10.458206229746988
2023-02-24,Sales,Training,South,117582,58819,Bank Transfer,TXN104405,-58763,-49.97618683131772
2022-04-21,Finance,Utilities,North,26157,60336,Card,TXN104406,34179,130.6686546622319
2021-03-24,Finance,Utilities,South,127993,111221,Card,TXN104407,-16772,-13.103841616338393
2021-07-09,Finance,Infrastructure,West,95519,56773,Card,TXN104408,-38746,-40.56365749222668
2023-03-11,Sales,Training,East,62739,96781,Cash,TXN104409,34042,54.25971086564976
2023-07-25,Finance,Marketing,West,74156,37581,UPI,TXN104410,-36575,-49.32170019957927
2021-09-08,HR,Training,North,98283,107361,Cash,TXN104411,9078,9.23659228961265
2021-10-18,Sales,Marketing,West,41626,96232,Card,TXN104412,54606,131.1824340556383
2021-11-22,Sales,Utilities,Central,145531,156824,Card,TXN104413,11293,7.759858724258062
